pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-09-01	Multivariate modeling of Flood characteristics using Vine copulas	Environmental Earth Sciences	Tosunoglu, Fatih, Gurbuz, Faruk, Ispirli, M. Nuri. (2020). "Multivariate modeling of Flood characteristics using Vine copulas." <i> Environmental Earth Sciences</i>.79(19).	Multivariate modeling of Flood characteristics using Vine copulas	https://link.springer.com/article/10.1007/s12665-020-09199-6
